s_no,budget_head,name_of_sub_scheme_,ftr_hq,shq,work_description,executive_agency,aa_es_reference,sd_amount_lakh,ts_date,tender_date,acceptance_date,award_date,time_allowed_days,pdc_agreement,pdc_revised,firm_name,physical_progress,expenditure_previous_fy,expenditure_current_fy,expenditure_total,expenditure_percent,remarks
41,BIMW(IA),OP/ACP Shelters,Punjab,ABR,Construction of 01 Nos. Surveillance Cum OP Shelter (G+1) at BOP Rana Of 160 Bn BSF Jalalabad Under SHQ BSF Abohar.,Dept,O/No.52nd HLEC; ADG (B) Letter No. 467-H dated 30/06/2022 for Rs.92.30 Crore    ,16.72,10.08.2022,24.08.2022,10.10.2022,21.10.2022,,17.03.2023,,M/S Arvinder Kumar&Co,90%,8.78,0,8.78,52.51%,Work in progress.
42,BIMW(IA),OP/ACP Shelters,Punjab,ABR,Construction of 01 Nos. Surveillance Cum OP Shelter (G+2) at BOP GG-III of 66 BN BSF Jalalabad Under SHQ BSF Abohar.,Dept,O/No.52nd HLEC; ADG (B) Letter No. 467-H dated 30/06/2022 for Rs.92.30 Crore    ,19.65,10.08.2022,24.08.2022,10.10.2022,21.10.2022,,17.03.2023,,M/S Amit kumar,0%,0.00,,0.00,0.00%,Work re-started after site change from G--III to G-II
43,BIMW(IA),OP/ACP Shelters,Rajasthan,SGNR,C/O 03 Nos G+1 OP Point; 02 Nos G+2 OP Point and 01 No. ACP shelter along Indo Pak border (In 2nd Phase) in AOR of 23 BN BSF under SHQ BSF SGNR.,Dept,631-32 dtd 11.08.22,97.24,27.07.2023,18.08.23,,27.07.2023,,18.08.23,18.08.23,M/s Himgiri Construction,75%,12.42,24.78,37.20,38.26%,Work under progress. 
44,BIMW(IA),OP/ACP Shelters,Rajasthan,SGNR,C/O 03 Nos G+1 OP Point; 03 Nos G+2 OP Point along Indo Pak border (In 2nd Phase) in AOR of 34 BN BSF under SHQ BSF SGNR.,Dept,633-34 dtd 11.12.22,116.3,02.08.2023,13.08.2023,,02.08.2023,,13.08.2023,13.08.2023,M/s Vikas Kumar Doda,100%,11.82,29.76,41.58,35.75%,Work completed. 
45,BIMW(IA),OP/ACP Shelters,Rajasthan,SGNR,C/O 01 No G+1 OP Point; 04 Nos G+2 OP Point and 02 Nos ACP shelter along Indo Pak border (In 2nd Phase) in AOR of 77 BN BSF under SHQ BSF SGNR.,Dept,635-36 dtd 11.08.22,115.64,18.08.2023,29.08.2023,,18.08.2023,,29.08.2023,29.08.2023,M/s Sahil Constr. Co.,80%,17.77,7.33,25.10,21.71%,Work under progress. 
46,BIMW(IA),OP/ACP Shelters,Rajasthan,SGNR,C/O 04 Nos G+2 OP Points (03 Nos in AOR of 77 BN & 01 Nos in AOR of 125 BN) and 04 Nos ACP shelter (01 Nos in AOR of 77 BN & 03 Nos in AOR of 125 BN) along Indo Pak Border (In 2nd Phase) under SHQ BSF SGNR.,Dept,637-38 dtd 11.08.22,78.49,02.08.2023,13.08.2023,,02.08.2023,,13.08.2023,13.08.2023,M/s Amit Enterprises,80%,21.28,18.08,39.36,50.15 %,Work under progress. 
47,BIMW(IA),OP/ACP Shelters,Rajasthan,BKNR,C/o surveillance cum OP shelter; 01 No (G+2) in AOR of BOP Pratap Nagar; 01 No (G+1) in  AOR of BOP Agni; 01 No ACP Shelter (Elevated) in  AOR of BOP Kharula of 124 Bn BSF under SHQ BSF Bikaner,Dept,476-71 DATED 27.06.2022,41.07,11/25/22,07.09.2023,,11/25/22,,07.09.2023,07.09.2023,M/S Meghraj & Co. Bikaner,55%,0,11.6,11.60,28.24 %,Work under progress. 
48,BIMW(IA),OP/ACP Shelters,Rajasthan,BKNR,C/o surveillance cum OP shelter; 02 Nos (G+2) in AOR of BOP Annewali & BOP Rajeev; 01 No (G+1) in  AOR of BOP Satpal; 01 No ACP Shelter (Elevated) in  AOR of BOP Annewali of 124 Bn BSF under SHQ BSF Bikaner,Dept,619-20 DATED 10/08/2022,62.20,17.11.2022,07.09.2023,06.03.24,17.11.2022,,07.09.2023,07.09.2023,M/S Ganesh Construction Sri Ganganagar,50%,0,36.21,36.21,58.22 %,Work under progress. 
49,BIMW(IA),OP/ACP Shelters,Rajasthan,BKNR,C/o surveillance cum OP shelter; 02 Nos (G+2) in AOR of  BOP Neelkanth & BOP Kalka; 01 No ACP Shelter (Elevated) in  AOR of BOP Karni of 114 Bn BSF under SHQ BSF Bikaner,Dept,621-22 DATED 10/08/2022,44.33, 17/11/2022,05.08.2023,, 17/11/2022,,05.08.2023,05.08.2023,M/S Ganesh Construction Sri Ganganagar,100%,14.86,19.93,34.79,78.48 %,Work completed. 
50,BIMW(IA),OP/ACP Shelters,Rajasthan,BKNR,C/o surveillance cum OP shelter; 01 No (G+2) in AOR of BOP Sisada; 01 No (G+1) in  AOR of BOP Kodewala; 01 No ACP Shelter (Elevated) in  AOR of BOP Bandali of 114 Bn BSF under SHQ BSF Bikaner,Dept,476-71 DATED 27.06.2022,41.07,17.11.2022,05.08.2023,,17.11.2022,,05.08.2023,05.08.2023,M/S Ganesh Construction Sri Ganganagar,100%,0,35.36,35.36,86.10 %,Work completed. 
51,BIMW(IA),OP/ACP Shelters,Rajasthan,BKNR,C/o surveillance cum OP shelter; 01 No (G+2) in AOR of BOP Versha; 01 No (G+1) in  AOR of BOP Nemichand; 01 No ACP Shelter (Elevated) in  AOR of BOP Inderjeet of 127 Bn BSF under SHQ BSF Bikaner,Dept,476-71 DATED 27.06.2022,41.07,02.12.2022,28.08.2023,,02.12.2022,,28.08.2023,28.08.2023,M/s Surya builders sri ganganagar,90%,0,23.57,23.57,57.39 %,Work under progress. 
52,BIMW(IA),OP/ACP Shelters,Rajasthan,BKNR,C/o surveillance cum OP shelter; 02 Nos (G+2) in AOR of BOP K K Tibba & Kheruwala; 01 No (G+1) in  AOR of BOP Rohini; 01 No ACP Shelter (Elevated) in  AOR of BOP Sakhi of 127 Bn BSF under SHQ BSF Bikaner,Dept,476-71 DATED 27.06.2022,62.20,02.12.2022,28.08.2023,,02.12.2022,,28.08.2023,28.08.2023,M/s Surya builders sri ganganagar,90%,0,28.75,28.75,46.22 %,Work under progress. 
53,BIMW(IA),OP/ACP Shelters,Rajasthan,BKNR,C/o surveillance cum OP shelter; 02 Nos (G+2) in AOR of BOP Khanuwali & Ashok; 01 No (G+1) in  AOR of BOP Himgiri; 01 No ACP Shelter (Elevated) in  AOR of BOP Jagdev of 127 Bn BSF under SHQ BSF Bikaner,Dept,476-71 DATED 27.06.2022,59.20,02.12.2022,28.08.2023,,02.12.2022,,28.08.2023,28.08.2023,M/s Hemgiri Constr. Co. SGNR,60%,0,22.42,22.42,37.87 %,Work under progress. 
54,BIMW(IA),OP/ACP Shelters,Rajasthan,JSMR(N),C/O Surveillance cum OP Shelter in AOR of BOP Fattuwala {(G+2)-01 No}; inAOR BOP Baikuntapur {(G+2)-01 No.}; in AOR of BOP Lohit {(G+2)-01 No.}; in AOR of BOP Gajjewala {(G+1)-01 No.}; and in AOR of BOP Naurangwala {(ACP-01) No.} along Indo-Pak border of 87 Bn BSF under SHQ BSF JSMR (N)-PHASE-II,Dept,2850-52 dtd 16/07/2022 ,92.3,02.02.2023,01.02.2024,,02.02.2023,,01.02.2024,29.02.2024,M/s Bajarang Lal Magha Ram; Bikaner ,100%,0,50.63,50.63,54.85 %,Work completed. 
55,BIMW(IA),OP/ACP Shelters,Rajasthan,JSMR(N),C/O Surveillance cum OP Shelter in AOR of BOP 5-R (G+1)-01 No.}; in AOR BOP Krishna {(G+2)-01}; in AOR of BOP R.K.Dhani {(G+2)-1 No.} and in AOR of BOP Sunil {(ACP -01 No.)} along Indo-Pak Border of 191 Bn BSF under SHQ SBSF JSMR (N) - PHASE-II.,Dept,2853-55 dtd 16/07/2022  ,62.57,02.02.2023,01.02.2024,,02.02.2023,,01.02.2024,29.02.2024,M/s Bajarang Lal Magha Ram; Bikaner ,100%,0,58.6,58.60,93.66 %,Work completed. 
56,BIMW(IA),OP/ACP Shelters,Rajasthan,JSMR(N),C/O Surveillance cum OP Shelter in AOR of BOP Silwala {(G+2)-01 No.} & in AOR of BOP R.K.Toba {(G+2)-01 No.} along Indo - Pak Border of 92 Bn BSF under SHQ BSF Jaisalmer (N) - PHASE-II,Dept,2847-49 dtd 16/07/2022 ,17.95,,,15.12.23,13.08.24,,,,M/s Temba Rai Jaisalmer (Raj),35%,0,0,0.00,0.00 %,Works in progress 
57,BIMW(IA),OP/ACP Shelters,Rajasthan,JSMR(N),C/O Surveillance cum OP Shelter in AOR of BOP  R.K.Toba {(G+2)-01 No.} along Indo - Pak Border of 92 Bn BSF under SHQ BSF Jaisalmer (N) - PHASE-II,Dept,2847-49 dtd 16/07/2022 ,17.95,,30.11.2023,01.02.24,06.02.24,,,,M/s Shri Garwaji Constr. Co. Jaisalmer,45%,0,0,0.00,0.00 %,Works in progress
58,BIMW(IA),OP/ACP Shelters,Rajasthan,JSMR(N),C/O Surveillance cum OP Shelter in AOR of BOP Manara {(G+1)-01 No.};  in AOR of BOP Jawanwala {(G+2)-01; in AOR of BOP Bala {(ACP-01 No.)}; in AOR of BOP Harmuwala {(ACP-01)} and in AOR of BOP Vijay {(ACP-01.)} along Indo Pak-Brder of 166 Bn BSF under SHQ BSF JSMR (N) - PHASE-II,Dept,2856-58 dtd 16/07/2022  ,59.71,,18.11.2023,15.03.24,13.08.24,,,,M/s Temderai Constr. Co. Jaisalmer,40%,0,58.6,58.60,98.14 %,work in progress 
59,BIMW(IA),OP/ACP Shelters,Rajasthan,JSMR(N),C/O Surveillance cum OP Shelter in AOR of BOP Viswanath [(G+2)-01 No .} and in AOR of BOP Malukwala {(ACP-01 No.)}; along Indo Pak-Brder of 166 Bn BSF under SHQ BSF JSMR (N) - PHASE-II,Dept,2856-58 dtd 16/07/2022  ,59.71,,18.11.23,15.03.24,13.08.24,,,,M/s Temderai Constr. Co. Jaisalmer,5%,0,0,0.00,0.00 %,Work under progress. 
60,BIMW(IA),OP/ACP Shelters,Rajasthan,JSMR(S),C/O OP Point/ ACP shelter elevated Indo-Pak border (G+1)=02 Nos in AOR of BOP Murar & BOP Nalka; (G+2)=01 No in AOR of BOP Murar and ACP Shelter= 01 No in AOR of BOP Nalka of 108 Bn BSF under SHQ BSF JSMR (S),Dept,467-77 dtd 29/06/2022,58.94,07.11.2022,22.08.2023,,07.11.2022,,22.08.2023,22.08.2023,M/s Asharam Saran Jaisalmer (Raj),100%,0,54.85,54.85,93.06 %,Work completed. 
61,BIMW(IA),OP/ACP Shelters,Rajasthan,JSMR(S),C/O OP Point/ ACP shelter elevated Indo-Pak border (G+1)=02 Nos in AOR of BOP Abhaywala & BOP Tankhill; (G+2)=01 in AOR of BOP Raithanwala and ACP Shelter=02 Nos in AOR of Raithanwala & Tankhill of 154 Bn BSF under SHQ BSF JSMR (S),Dept,467-77 dtd 29/06/2022,61.01,27.03.2023,08.09.2023,,27.03.2023,,08.09.2023,08.09.2023,M/s Magaram Choudhary & company Barmer (Raj) ,100%,0,52.7,52.70,86.38 %,Work completed. 
62,BIMW(IA),OP/ACP Shelters,Rajasthan,JSMR(S),C/O OP Point/ ACP Shelter elevated along Indo- Pak  border (G+2)=02  Nos in AOR of BOP Joginder and BOP Chand and ACP Shelter= 01 No in AOR of BOP Joginder of 173 Bn BSF under SHQ BSF JSMR (S),Dept,467-77 dtd 29/06/2022,44.33,28.05.2023,06.04.2024,,28.05.2023,,06.04.2024,06.04.2024,M/S Maa Swaroop; Jaisalmer,100%,0,41.37,41.37,93.32 %,Work completed. 
63,BIMW(IA),OP/ACP Shelters,Rajasthan,JSMR(S),C/O OP Point/ ACP Shelter elevated along Indo- Pak  border (G+2)=01  Nos and ACP Shelter =01 No in AOR of BOP Jessio of 149 Bn BSF under SHQ BSF JSMR (S),Dept,467-77 dtd 29/06/2022,23.20,17.05.23,28.03.2024,,17.05.23,,28.03.2024,28.03.2024,M/S J K Construction Company; Jaisalmer,100%,0,24.91,24.91,107.37 %,Work completed. 
64,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,CONSTRUCTION OF SURVEILLANCE CUM OP SHELTER (G+1) BOP 19-R (24°38`38N; 71°02`22E) NOW (24°39`02N; 71°03`47E) IN AOR OF 123 BN BSF UNDER SHQ BSF GANDHINAGAR,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,16.33,,30.08.23,30.09.23,27.06.23,,16.04.2024,,"M/S Magaram Choudhary (Civil) 
M/S Nadeshvari Elect (Elect) ",10%,,0.00,0.00,0.00 %, Work held up for want of fund
65,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,CONSTRUCTION OF SURVEILLANCE CUM OP SHELTER (G+1) BOP RANN (24°31`51N; 71°00`10E) NOW (24°31`38N; 71°00`29E) IN AOR OF 123 BN BSF UNDER SHQ BSF GANDHINAGAR,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,16.33,,30.08.23,30.09.23,11.11.23,,28.03.2024,,"M/S Kanhaiyalal Pandy (Civil) 
M/S Nadeshvari Elect (Elect) ",45%,,6.02,6.02,36.86 %, Work held up for want of fund
66,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,CONSTRUCTION OF SURVEILLANCE CUM OP SHELTER (G+1) BOP WAV (24°29`06N; 71°00`01E) NOW (24°26`52N; 71°00`01E) IN AOR OF 123 BN BSF UNDER SHQ BSF GANDHINAGAR,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,16.33,,30.08.23,03.10.23,11.10.23,,28.03.2024,,"M/S Kanhaiyalal Pandy (Civil)
M/S Nadeshvari Elect (Elect) ",60%,5.87,5.33,11.20,68.59 %,Work held up BILL OF RS.2;46;291/- PENDING WITH HQ DUE TO WANT OF FUND 
67,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,CONSTRUCTION OF SURVEILLANCE CUM OP SHELTER (G+1) BOP AMBAJI (24°26`05N; 71°03`02E) NOW (24°26`14N; 71°03`24E) IN AOR OF 123 BN BSF UNDER SHQ BSF GANDHINAGAR,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,16.33,,30.08.23,03.10.23,11.10.23,,28.03.2024,,"M/S Kanhaiyalal Pandy (Civil) 
M/S Nadeshvari Elect (Elect) ",50%,7.34,0.00,7.34,44.95 %,Work held up 3rd RA BILL OF RS.5;12;791/- PENDING WITH HQ DUE TO WANT OF FUND 
68,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,CONSTRUCTION OF SURVEILLANCE CUM OP SHELTER (G+1) BOP BASHIR (24°24`12N; 71°07`14E) NOW (24°24`13N; 71°07`23E) IN AOR OF 123 BN BSF UNDER SHQ BSF GANDHINAGAR,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,16.33,,30.08.23,03.10.23,11.10.23,,28.03.2024,,M/S Kanhaiyalal Pandy,45%,6.43,0.00,6.43,39.38 %,work held up 2nd RA BILL OF RS.5;09;065/- & 3rd RA Bill Rs.2;48;530/-PENDING WITH HQ DUE TO WANT OF FUND 
69,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Akudiya (24’19’16N; 70’55’10E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,16.33,,,,9/8/23,,20.06.2024,,M/S Magaram Choudhary ,10%,3.82,6.95,10.77,65.95 %,WORK HELD UP DUE TO WANT OF FUND. 
70,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Goal hill (24’23’11N; 70’04’38E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S OM Tech,60%,,,0.00,0.00 %,WORK HELD UP DUE TO WANT OF FUND. 
71,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+1) in AOR of BOP Mangoor (24’34’52N; 70’59’32E) of 123 Bn BSF under SHQ BSF Gandhiagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,30.08.23,30.09.23,11.10.23,,20.06.2024,,M/S Black Stone Infrastructure,50%,,,0.00,0.00 %, Work held up for want of fund
72,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Parban (24’24’25N; 70’50’59E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S OM Tech,60%,13.40,0.00,13.40,66.83 %,BILL OF RS. 2;72;099 IS PENDING WITH HQ DUE TO WANT OF FUND. 
73,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Parbana (24’13’30N; 70’49’40E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S Om Tech,60%,3.79,9.61,13.40,66.83 %,WORK HELD UP DUE TO WANT OF FUND. 
74,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Surgudi (24’21’43N; 70’59’07E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S Black Stone Infrastructure,60%,3.93,0.00,3.93,19.60 %,RS. 7.79 LAC BILL PREPARED AND PENDING WITH HQ DUE TO WANT OF FUND
75,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Surgudi (24’21’23N; 70’58’16E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S Black Stone Infrastructure,60%,4.27,0.00,4.27,21.30 %,RS. 8.34 LAC BILL PREPARED AND PENDING WITH HQ DUE TO WANT OF FUND
76,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP TPC Nadabet (24’13’12N; 70’12’42E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,,,20.06.2024,,M/S Black Stone Infrastructure,,,,0.00,0.00 %,Tendering under process to be opened on 30/05/2025.
77,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Zero point (24’20’44N; 70’01’14E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S Black Stone Infrastructure,60%,3.93,0.00,3.93,19.60 %,RS. 7.79 LAC BILL PREPARED AND PENDING WITH HQ DUE TO WANT OF FUND
78,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Ambaji (24’26’30N; 71’04’96E) of 123 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S Kanhaiyalal Pandy,60%,8.76,0.00,8.76,43.69 %,
79,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP bashir (24’24’48N; 71’07’31E) of 123 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S Kanhaiyalal Pandy,60%,8.78,0.00,8.78,43.79 %,
80,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Mangoor (24’36’30N; 70’59’4cz0E) of 123 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S Magaram Choudhary ,15%,,,0.00,0.00 %, Work held up for want of fund
81,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Rann  (24’29’46N; 71’00’11E) of 123 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S Kanhaiyalal Pandy,50%,,6.32,6.32,31.52 %,work held up 2nd RA Bill RS. 10;74;406/- BILL PENDING WITH HQ DUE TO WANT OF FUND 
82,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP RKB  (24’40’27N; 71’05’21E) of 123 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S Magaram Choudhary ,20%,,,0.00,0.00 %, Work held up for want of fund
83,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Wav  (24’28’48N; 71’00’03E) of 123 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,9/8/23,,20.06.2024,,M/S Kanhaiyalal Pandy,50%,,6.39,6.39,31.87 %,work held up 2nd RA Bill RS. 10;80578/- BILL PENDING WITH HQ DUE TO WANT OF FUND 
84,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Bhajna(24’21’08N; 70’21’13E) of 56 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,,,,,,,,,0.00,0.00 %,Self contained proposal submitted for club the work with the work 10 Nos ACP shelter under approval of IG.
85,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Hannat (24’22’38N; 70’25’23E) of 56 Bn BSF under SHQ BSF Gandhinagar ,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,,,,,,,,,,0.00,0.00 %,
86,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Maru (24’33’48N; 70’59’43E) of 123 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,29-12-2023,19.01.24,,24.11.24,,,45%,,6.33,6.33,31.57 %,work held up 2nd RA Bill RS. 10;75;277/- BILL PENDING WITH HQ DUE TO WANT OF FUND 
87,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Dharnidhar(24’26’14N; 71’06’59E) of 123 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,24/11/2023,8/12/23,,10/3/24,,M/S Devshrusti Builders; Banaskantha; Guj,70%,5.93,6.44,12.37,61.70 %,RS. 6.21 LAC BILL PREPARED AND PENDING WITH HQ DUE TO WANT OF FUND. 
88,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Dharnidhar(24’35’22N; 71’07’65E) of 123 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,24/11/2023,8/12/23,,10/3/24,,M/S Devshrusti Builders; Banaskantha; Guj,60%,1.77,6.65,8.42,42.00 %,RS. 9.81 LAC BILL PREPARED AND PENDING WITH HQ DUE TO WANT OF FUND. 
89,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Limboni (24’26’40N; 71’00’37E) of 123 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,29-12-2023,19.01.24,,05.02.25,,,60%,6.38,0.00,6.38,31.82 %,RS. 800000 APPX BILL UNDER PREPARATION
90,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Surgudi  (24’21’10N; 70’59’56E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,29-12-2023,19.01.24,,14.11.24,,,40%,,,0.00,0.00 %,RS. 800000 APPX BILL UNDER PREPARATION
91,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Nadeshwari (24’21’51N; 70’03’40E) of 194 Bn BSF under SHQ BSF Gandhinagar ,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,24/11/2023,31.12.23,,08.11.24,,M/S Devshrusti Builders; Banaskantha; Guj,60%,,6.05,6.05,30.17 %,RS. 9.41 LAC PENDING WITH HQ DUE TO WANT OF FUND. 
92,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Nadeshwari (24’21’01N; 70’02’36E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,24/11/2023,8/12/23,,08.11.24,,M/S Devshrusti Builders; Banaskantha; Guj,5%,,,0.00,0.00 %, Work held up for want of fund
93,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,Construction of surveillance cum OP Shelter (G+2) in AOR of BOP Nadeshawri (24’23’05N; 70’04’33E) of 194 Bn BSF under SHQ BSF Gandhinagar,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,20.05,,,24/11/2023,8/12/23,,08.11.24,,M/S Devshrusti Builders; Banaskantha; Guj,60%,,6.05,6.05,30.17 %,RS. 9.41 LAC PENDING WITH HQ DUE TO WANT OF FUND. 
94,BIMW(IA),OP/ACP Shelters,Gujarat,GNR,C/O 10 NOS ACP SHELTER AT VARIOUS BOPS UNDER SHQ BSF GNR ,Dept,ADG(B)/52nd  HLEC/2022-23/467-H dated 27/06/2022 ,,,,,,,,,,,,,,,Revised estimate process for recommendation of IG.
95,BIMW(IA),OP/ACP Shelters,Gujarat,BHUJ,C/O 03 NOS (G+ 1) OP TOWER FOR BOP 1061 (RISHIPAL) OF 74 BN BSF ABD 1111(MOHAN ) 03 BN BSF UNDER SHQ BSF BHUJ.,Dept,NO.ADG(B)/52nd HLEC /2022-23/467-H   DATED -29.06.2022,,,,,,,,,,,,,0.00,,"Proposal for revised sanction has been returned vide FHQ L/No. 7215 dtd 19/11/2024 with the remark “ proposal for dropping of above scheme and re-submitting it afresh with fresh Enabling estimate based on structural requirement due to marshy terrain and latest DSR 2023.”

"
96,BIMW(IA),OP/ACP Shelters,Gujarat,BHUJ,C/O 03 NOS (G+2 ) OP TOWER FOR BOP 1063(BAJRANG ) OF 74 BN BSF AND 1097( LACHHU ) & 1109(LALIT ) OF 03 BN BSF UNDER SHQ BSF BHUJ.,Dept,NO.ADG(B)/52nd HLEC /2022-23/467-H   DATED -29.06.2022,,,,,,,,,,,,,0.00,,
