source_sheet,serial_no,budget_head,scheme_name,ftr_hq,shq,work_site,executive_agency,aa_es_ref,sanctioned_amount,date_ts,date_tender,date_acceptance,date_award,time_allowed_days,pdc_agreement,revised_pdc,actual_completion_date,firm_name,physical_progress,progress_status,expdr_upto_31mar25,expdr_cfy,total_expdr,percent_expdr,remarks,serial_no_1
OLD OB,1,OB(BS),Old Schmes,Kashmir,FTR KMR,"Providing and fixing gantry crane with guide rails, sliding Gate, Bird wire mesh and PU coating on floor on the existing Hanger portion of Air Base at BSF campus Humhama, SGR",CPWD,"O/No.119/116/2014-Engg/BSF/4473-84 dated 12/03/2015

117.14

Revised sanction O/No. 119/116/2014-Engg/BSF/1283-94 dated 08.12.15
159.60

Re-revised sanction
O/No.119/116/2014-Engg/BSF/3010-21 dated 18/05/2023 261.96",261.96,,,,,,2022-02-22,,,,55.0,63.89,,0.0,63.89,24.39,"Work in progress


Presently fabirication of gate work is under progress. During co-ordination meeting on 22.05.2025 ADG, CPWD assured that the whole project will be completed by 15.08.2025",
OLD OB,2,OB(BS),Old Schmes,Kashmir,FTR KMR,C/O Boundary wall with barbed wire fencing i.e. 12 Nos OP cum living bunker with toilets facilities etc and new road along boundary wall all complete at campus Humhama,CPWD,"FHQ/119/88/2015/Engg/ BSF/192-201 dtd 28/01/2016  for Rs.599.92

Revised Sanction O/No.119/88/2015-Engg/BSF/8107-16 dated 28/11/2023.",1334.2,,,,2016-05-20,,2016-11-18,,,,80.0,820.42,,0.0,820.42,61.49,"Work in progress

09 Nos OP cum liviing bunker & 2300 mtr boundary wall taken over from CPWD. 

Work resumed from July 2024 and work in progress.

Presently casting of boundary wall foundation is under progress. During co-ordination meeting on 22.05.2025 ADG, CPWD assured that the whole project will be completed by 31.10.2025",
OLD OB,3,OB(BS),Old Schmes,Kashmir,BLA,"C/O Boundary wall with barbed wire fencing including 9 Nos OP cum living bunker and 5 Nos steel gate at BSF campus Baramulla (Length of wall is 3758 meter)
(SH: Re-Construction of damaged boundary wall at BSF Campus Singhpura)",CPWD,"O/No. 119/01/2002-Engg/BSF/6184-93 dated 17/06/2002. 127.85 Lakh 

Revised Sanction vide O/No. 119/01/2009-Engg/BSF/12146-54 dated 26/09/2012 -305.04 Lakh",305.04,,,,2013-06-14,,2014-01-05,,,,100.0,329.95,,,329.95,108.17,"100 % Work completed.

Work has not been taken over from CPWD due to collapsed/damaged/tilted 758 mtr boudnary wall.

Completed portion of 2074.15 mtr boundary wall was taken over from CPWD with few observation on 31.08.2023 and discrepancies/shortcomings were informed to CPWD dated 11/09/2023 for rectfication at the earliest. 

Re-revised estimate of Rs. 612.87 lakh for reconstruction of collapsed 758 mtr boundary wall has been received from CPWD dtd 16/08/2023 and estimate along with RCC/SCERC preceedings was submitted to FHQ (Engg) vide Kmr Ftr L/No. 3210-12 dated 31/10/2023 for re-revised sanction. 

SHQ BLA has advised to obtain add info/clarification sought by HQ DG (Engg Dte) vide Sig No. E/2447 dtd 05/05/2025 from CPWD and shared same of earliest. CPWD may provide the info asap to enable further submission to higher HQ.",
OLD OB,4,OB(BS),Old Schmes,Kashmir,FTR KMR,"C/O Adm block and Comn block at Ftr HQr BSF Srinagar, Humhama.",State PWD,"O/No.119/12/2009-Engg/BSF/PF-V/17933-37 dtd 19/09/2011 



Revised Sanction O/no. 119-12/2009/ Engg/BSF/8908-20 dtd 27/08/2024.
1982.39 Lakh",1982.39,,,,2012-01-07,,2015-08-13,,,,53.0,570.74,,0.0,570.74,28.79,"Physical progress 53% and work in progress.

Work awarded to M/S Alliance Construction, Srinagar by PWD(R&B) on 17.12.2024 with 18 month complection time.
 Work is in progress.
 Plinth work of the central wing, fabrication/erection of truss over left over portion of right/left wing super structure and plumbing work in right/left wing completed. 
Duing co-ordination meeting on 22.05.25, EE(PWD) assured that  work will be completed within timeframe. 

Kmr Ftr approached PWD vide L/No.2502-04 dated 11.06.2025 for submission of RA bill to book expenditure. But RA bill still awaited.",
OLD OB,5,OB(BS),Old Schmes,Kashmir,BLA,"C/O 120 Men Barrack for SHQ BSF Baramulla, Kashmir (J&K).",NBCC,"O/No. 922-29 dtd 13/10/2015 - Rs 445.49 Lakh 

Revised Sanction vide FHQ O/No-11192-207 dated 10 Sep 2018- Rs 561.97 lakh 
Re-revisied santion issued vide FHQ O/no 7894-106 dtd 10/11/2023-
 Rs 7,34,01,546/-",734.01,,,,2016-04-18,,2017-11-07,,,,68.0,364.08,,43.77,407.84999999999997,55.56," Both works have been awarded to same Contractor on 13.03.2024.
During co-ordination meeting on 22.05.2025, GM(NBCC) assured that,  Barrack-1 for Bn HQ,  Jun 2025 & Barrack-2 for SHQ,  Aug 2025 will be completed.",
OLD OB,6,OB(BS),Old Schmes,Kashmir,BLA,"C/O 120 Men barrack for Bn HQ BSF Baramulla, Kashmir (J&K).",NBCC,"O/No. 939-46 dated 13/10/2015- Rs 445.49 Lakh 

Revised Sanction vide FHQ O/No-16003-18 dated 09.11.2018.- 561.97 Lakh 

Re-revised  santion vide FHQ O/no 7881-93 dtd 10/11/2023 Rs 7,14,39,218/-",714.39,,,,2016-04-18,,2017-11-07,,,,90.0,378.08,,28.0,406.08,56.85,,
OLD RB,1,RB(BS),Old Schemes,Kashmir,SGR,"C/O 148 Nos residential Qtrs (SH: Type-II/100, Type-III/40, Type-IV/06 and Type-V/02), 01 No 120 men barrack, external development and boundary wall & gates for Battalion HQ at Gogoland under SHQBSF Srinagar",NBCC,"O/No.119/2013/Engg-BSF/PF-V/10314-24 dtd 26/06/2014 - Rs 2705.97 Lakh 

Revised Sanction vide MHA O/No.119/75/2013/Engg/BSF/PF-V/11128-39 dated 26/27th August’ 2019- Rs 3304.53 Lakh",3304.53,,,,2015-06-29,,2016-08-24,,,,100.0,,,3282.24,,99.32," Work completed and taken over from NBCC.
 Final EOT case submitted to FHQ (Engg) vide SDG(WC) L.No. 4514-15 dated 17.06.2025 for approval of CA.  Approval still awaited.",
OLD RB,2,RB(BS),Old Schemes,Kashmir,FTR KMR,"C/O 230 Nos Residential Qtrs (SH: Type-II/166 Nos, Type-III/60 Nos, Type-IV/04 Nos and 02 Nos 120 men barrack including development of work at Ftr HQ/STC /CH and BN HQ Humhama.",NBCC,"O/No.119/76/2013/Engg/BSF/PF-V/8625-35 dtd 13/05/2014 - 
Rs 4293.92 Lakh 

Revised Sanction O/No.119/D-III/76/J&K/2013-Engg/BSF/PF-V/12210-22 dated 25/26 Sept 2019.
 Rs 5356.43

Revised Sanction O/No.119/76/KMR/2013-Engg/BSF/2663-73 dated 07.05.2025.
 
Rs 6519.21",6519.21,,,,2015-06-26,,2016-07-12,,,,80.0,,,4019.81,,61.66," Re-revised sanction amounting to Rs.65,19,20,629/-, received from HQ, DG-BSF(Engg Dte) on 07.05.2025; for the work held up since 16.10.2021 and foreclosed by NBCC due to contractor’s refusal to execute it further, has been communicated to NBCC with an advice to initiate tender formalities for execution of balance work as soon as possible. 

During tele-concersation between NBCC, DGM on 24.06.2025, it is informed that tender will be called upto 30.06.2025..",
OLD RB,3,RB(BS),Old Schemes,Kashmir,BDR,"C/O 91 Nos Residential Quarters (Type-II/68, Type-III/16, Type-IV/05 and Type-V/02) and 02 Nos 120 Men barracks. External Development and Boundary wall & Gates for SHQ/Battalion HQ at Bandipur under SHQ BSF BDR",NBCC,"O/No.119/73/2013-Engg/BSF/PF-V/10325-35 dtd 26/06/2014 -
Rs 2320.52 Lakh 

Revised sanction O/No. 119/73/2013-Engg/BSF/PF/V/11140-52 dated 27th Aug’2019.
Rs 2823.64 Lakh  
Re-revised sanction O/No. 440-50 dtd 24/01/2025 for Rs. 4116.98 lakh",4116.98,,,,2016-04-03,,,,,,29.0,,,793.56,,19.27," Re-revised sanction amounting to Rs.2823.64 Lakhs, received from HQ, DG-BSF(Engg Dte) on 24.01.2025; for the work held up since long and foreclosed by NBCC due to poor performance of the contractor, has been communicated to NBCC with an advice to initiate tender formalities for execution of balance work as soon as possible.

During tele-concersation between NBCC, DGM on 24.06.2025, it is informed that, tender documents sent to Head Office, New Delhi for calling of tenders. Most probably tenders will be called upto 1st Week of July'2025.",
OLD RB,4,RB(BS),Old Schemes,Guajrat,BHUJ,"C/O 02 NOS RESIDENTIAL QUARTERS(TYPE-IV/01 AND TYPE -V/01 NO) INCLUDING WATER SUPPLY ,SANITARY INSTALLATION, DRAINAGE, DEVELOPMENT AND ELECTRICAL WORKS FOR SHQ BSF CAMPUS-III, BHUJ(GUJARAT)",Dept,NO.112/31(GUJ)/2014-ENGG/BSF/3919-27 DATED 23.06.2023,112.04,,,,2024-02-12,,2024-11-30,,,,100.0,,,129.93,,10.92,Work in progress,
OLD RB,5,RB(BS),Old Schemes,Guajrat,BHUJ,SEWERAGE TREATEMENT PLANT WITH CIVIL WORK AND PART SEWERAGE FOR MARINE BATTALION BSF BHUJ.,Dept,"112/20/2013/ENGG-BSF/PFV/10291-301DTD 26.06.2014
OUT OF SAVING AMOUNT",137.6,,,,2021-12-18,,,,,,80.0,,,76.92,,42.79,Work held up at final stage by NBCC. NBCC assured to complete by Dec 2024.,
OLD RB,6,RB(BS),Old Schemes,STC KMR,KMR,"C/o 49 Nos of Residential quarters (SH : Type- II/34, Type-III/09 (D/S), Type-IV/05 & Type-V/01(S/S) i/c water supply, sanitary installation & Drainage for STC BSF Campus Humhuma Srinagar (J & K)",CPWD,"No. 119/20/ 2012 - Engg - BSF / PF-V/ 7015- 24 dated 15/04/2014 for Rs. 719.32 lakh
Re-revised sanction issued dtd 24/01/2025 for Rs. 18,38,56,800/-",1838.57,,,,2015-04-04,,2017-11-04,,,,20.0,,,248.31,,,"Both two works are held up due to disagreement between CPWD and contractor on final bill. Then, CPWD invited new tenders for the balance works out of the balance sanctioned amount but FHQ (Fin Wing) did not agree on this and directed to obtain revised estimate from CPWD. 

Proposal for revised sanctioned alongwith RCC proceedings and revised estimate received from CPWD forwarded to FHQ BSF New Delhi by HQ SDG(WC) vide L/No 6560 dtd 23/02/2024. Same has been retuned by FHQ vide L/No 951 dtd 07/03/2024 with some observations. 

After rectification of observations,  RCC proceedings forwarded to FHQ (Engg Branch) along with recommendation of SDG BSF (WC) Chandigarh vide HQ SDG BSF (WC) CHD L/No. 3691-92 dtd 23/02/2024.

FHQ (Engg Br) has issued revised sanction on dated 24/01/2025 as per order & amount mentioned against each.
Team of NIT/IIt likely to visti on 15/07/2025 to carry out inspection to check soundness of existing strcutures.",
OLD RB,7,RB(BS),Old Schemes,STC KMR,KMR,"C/o Type-III/09 Nos, Residentail quarters at STC BSF Humhuma (srinagar)",CPWD,"No. 119/20 /2012 - Engg-BSF/ PF-V / 2955-63 dated 30/01/2014 for Rs. 145.13 lakh
Revised sanction vide O/No. 431-39 dtd 24/01/2025 for Rs. 3,26,37,300/-",326.37,,,,2015-04-04,,2017-11-04,,,,20.0,,,,,,,
OLD BOP,1,BOP(IA),Old Schems,Kashmir,FTR KMR,"C/o 193 Advance FRPs for Toilet, 93 Advance FRP for Coy Comdr living, 94 Advance FRPs for Jawan’s living at various FDL under FTR HQ BSF Kashmir.
(Total 380 Nos Adv FRPs)",Dept,MHA O/No. 11013/12/2015-BM III dated 28/05/2015,7223.0,,,,2016-10-04,,,,,,65.0,,4416.35,45.8,4462.150000000001,61.78,"Details Of FRP structures are Under :- 
Total sanctioned                                       : - 380 Nos
Completed                                                 :- 245 Nos
In progress                                                :- 43 Nos
Required to be Shifted/Re-located/not yet started : - 92 Nos
Time allotted by MHA for completion of project upto 31.03.2023.

Case of Revised Sanction for Rs. 7708.67 Lakhs alongwith EOT upto 31.12.2026 as well as Shifting case stand submitted to FHQ (Engg) vide Kmr Ftr L/No. 3456-57 dated 11.12.2024. Approval still awaited",
OLD BOP,2,BOP(IA),Old Schems,Jammu,JMU,"C/O BOP building (Sh: Mahila barrack, 01 Nos corner bunker, 02 Nos 02 men bunker, storm water drain , supply & installation of RO plants including base under ground sump & water supply distribution lines, Main pathway connecting pathway and deep tube well with submersible pump) at BOP Makwal Fwd of 16 Bn (Now 07 Bn) BSF under SHQ BSF Jammu.",Dept,"4578-84
17/12/20",121.54,2023-03-20,,2023-08-26,2023-09-02,,2024-08-29,,,"M/s Bharat Bushan Gupta, Jammu",100.0,,0.0,84.5,84.5,65.71,Work completed and bill  (electric side) amounting to Rs.6.80 lakh process at this HQ,
OLD BOP,3,BOP(IA),Old Schems,Jammu,JMU,"Procurement of furniture /fixture for BOP Sangral, AMK, Makwal FWD, Suchet garh, Gharana, Jaikishan, S H Way, Chawani, Jabowal,  Chinaz, Mukesh, Pindi non composite BOPs under SHQ BSF Jammu.",Dept,"2261-67
25/02/19",64.8,,,,,,,,,,,,,,,0.0,"Financial bid opned on 18.08.25 and Draft TPC 2nd stage (1st Meeting) send to SDG HQ BSF (WC), CHD",
OLD BOP,4,BOP(IA),Old Schems,Jammu,JMU,"C/O BOP Building (Sh: Kitchen, Mahila barrack, Garrage, sentry post, electrical development, Raising ring bundh, Toe wall, Flood protection work, supply & filling of earth, main and connecting pathway) at BOP Sangral (renamed as Sushil) of 16 BN BSF under SHQ BSF Jammu.",Dept,"4657-63
21/12/20",283.53,,,2023-10-27,2023-11-04,,2024-11-03,,,"M/s R R Construction, Jammu",100.0,,,217.7,217.7,36.67,Work completed  and final account bill settled.,
OLD BOP,5,BOP(IA),Old Schems,Punjab,FZR,C/O 02 Nos ADM Block at BOP Karma and Kalsian of  87 BN BSF under SHQ BSF FZR,Dept,O/No.1402-12 dated 30.08.2017,69.942,,,,2018-02-05,,2018-08-05,,,,98.0,,33.22,25.99,59.209999999999994,84.66,Work at finishing level,
OLD BOP,6,BOP(IA),Old Schems,Punjab,FZR,"C/O sarve Dharm Sthal ,Garrage & Pole store Electric sub- station Pump rooms ,Generator shed ,Toilet Block ,Dog Kennel ,02 Nos  central morcha , 04 Nos corner bunkers 02 Nos 02 men bunkers sentry post Development works at BOP SHAMEKE of 105 Bn BSF (Now 136 Bn) UNDER SHQ BSF FZR",Dept,O/No.2377-83 dated 19.02.2019,104.172,,,,2019-06-07,,2020-03-07,,,,60.0,,7.01,27.26,34.27,32.9,Work in progress,
OLD BOP,8,BOP(IA),Old Schems,Gujarat,BMR,Construction of OHT and development works at non composite BOP CKP of 142 Bn (now 76 BN) BSF under SHQ BSF Barmer,Dept,"No./Engg/San Ftr HQ GUJ/2020/10450-55, dtd 20/11/2019",19.07,2022-03-20,,,2021-09-20,,2022-03-20,,,,100.0,,10.25,10.46,20.71,108.0,Work Completed Final Bill of Rs 4.99 Lakh not passed by PAD due to lack of fund.,
OLD BOP,9,BOP(IA),Old Schems,Gujarat,BMR,"Procurement of furniture/fixture at BOP BKD, Nayatal, Varnhar, Gadra Fwd, CKP, SKP, BKD-II, Kelnore, SKT, NKT, Pirau and BOP Barmerwala of 115 Bn, 142 Bn, 50 Bn and 151 Bn BSF under SHQ BSF Barmer",Dept,112/176(D-IV)/2018-Engg/BSF/3861-66 dated 14 Nov 2018,68.04,,,,,,,,,,75.0,,26.65,23.5,50.15,74.0,Supply order placed through GeM on 16.05.25,
BOP STREET LIGHTS,1.0,BIMW(IA),BOP Security Street lights,Jammu,I/NAGAR,Providing of security street lights at 04 Nos BOPs along Indo-Pak border (IPB) under SHQ BSF I/Nagar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2024,115.32,2024-12-10,2025-01-13,,,,,,,,100.0,,,,,,Tech bid has been opened and to be approved at FHQ level. However material which have to be procured on GeM is pending due to non availability of fund under relevantr head of account.,
BOP STREET LIGHTS,2.0,BIMW(IA),BOP Security Street lights,Jammu,JMU,"Providing of security street lights at 04 Nos BOPs along Indo-Pak border (IPB) at BOP Jitender, 7 Bn, BOP Bulechak, 120 Bn, BOP Jagnuchak, 165 Bn & BOP Karotana Khurd, 165 Bn under SHQ BSF Jammu",Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2025,115.32,2024-12-12,2025-01-13,,,,,,,,0.0,,,,,,Tech bid has been opened and to be approved at FHQ level. However material which have to be procured on GeM is pending due to non availability of fund under relevantr head of account.,
BOP STREET LIGHTS,3.0,BIMW(IA),BOP Security Street lights,Jammu,SBN,Providing & fixing of security lights at BOP Jamunabela of 46 Bn BOP Gakhrial of 171 Bn along Indo-Pak Border (IPB) under SHQ S/Bani,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2026,57.66,2025-01-06,2025-02-05,,,,,,,,0.0,,,,,,Tech bid has been opened and to be approved at FHQ level. However material which have to be procured on GeM is pending due to non availability of fund under relevantr head of account.,
BOP STREET LIGHTS,1.0,BIMW(IA),BOP Security Street lights,Punjab,FZR,Providing LED street/security Lights in Campus of 174 Nos BOPs along Indo-Pakistan Border(IPB) & Indo-Bangladesh Border (IBB),Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2027,23.95,,,,,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,
BOP STREET LIGHTS,2.0,BIMW(IA),BOP Security Street lights,Punjab,FZR,(SH:-Providing & Fixing of security light along the periphery of BOP Roranwala of 144 Bn (Now 181 Bn) BSF under SHQ BSF Amritsar),Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2028,23.95,,,,,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,
BOP STREET LIGHTS,3.0,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:-Providing & Fixing of security light along the periphery of BOP Thehkalan of 71 Bn (Now 115 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2029,23.95,,,,,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,
BOP STREET LIGHTS,4.0,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:-Providing & Fixing of security light along the periphery of BOP Havellian of 71 Bn (Now 115 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2030,23.95,,,,,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,
BOP STREET LIGHTS,5.0,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:-Providing & Fixing of security light along the periphery of BOP R/Kakkar of 22 Bn (Now 100 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2031,23.95,,,,,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,
BOP STREET LIGHTS,6.0,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:-Providing & Fixing of security light along the periphery of BOP Grove of 22 Bn (Now 100 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2032,23.95,,,,,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:-Providing & Fixing of security light along the periphery of BOP Gulgarh of 183 Bn (Now 45 Bn) BSF under SHQ BSF Amritsar),Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2033,23.95,,,,,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:-Providing & Fixing of security light along the periphery of BOP NSG of 183 Bn (Now 45 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2034,23.95,,,,,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:-Providing & Fixing of security light along the periphery of BOP Bharopal of 144 Bn (Now 181 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2035,23.95,,,,,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security lights along the Periphery of BOP Rajamohattam of 182 Bn (Now 158 Bn)  BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2036,23.95,,,,,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security lights along the Periphery of BOP Harbhajan of 103 Bn BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2037,23.95,,,,,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security lights along the Periphery of BOP Wan of 103 Bn BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2038,23.95,,,,,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security lights along the Periphery of BOP Dharma of 103 Bn BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2039,23.95,,,,,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security lights along the Periphery of BOP Jagdish of 136 Bn (Now 155 Bn) BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2040,23.95,,,,,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security lights along the Periphery of BOP Gajjal of 101 Bn (Now 148 Bn) BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2041,23.95,,,,,,,,,,,,,,,,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security lights along the Periphery of BOP NS Wala of 160 Bn BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2042,23.95,,,,,,,,,,,,,,,,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security lights along the Periphery of BOP Samaske of 160 Bn BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2043,23.95,,,,,,,,,,,,,,,,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security lights along the Periphery of BOP Maharsona of 66 Bn (Now 19 Bn) BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2044,23.95,,,,,,,,,,,,,,,,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security lights along the Periphery of BOP Mauzam Fwd of 66 Bn (Now 19 Bn) BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2045,23.95,,,,,,,,,,,,,,,,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security ligchts along the Periphery of BOP Naubehram of 160 Bn BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2046,23.95,,,,,,,,,,,,,,,,Tender to be opened on 8-08-25 & under process.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security ligchts along the Periphery of BOP  BAMIAL of 58 Bn BSF  BSF under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2047,23.95,,,,,,,,,,,,,,,,Tender to be opened on 8-08-25 & under process.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security ligchts along the Periphery of BOP  CHAKRI of 58 Bn BSF   under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2048,23.95,,,,,,,,,,,,,,,,Tender to be opened on 8-08-25 & under process.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security ligchts along the Periphery of BOP SADHANWALIof 27 Bn   BSF under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2049,23.95,,,,,,,,,,,,,,,,Tender to be opened on 8-08-25 & under process.,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security ligchts along the Periphery of BOP DARIYA MANSOOR of 73 Bn  BSF under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2050,23.95,,,,,,,,,,,,,,,,TS not Accorded due to Change of Unit under Jamu FTR,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security ligchts along the Periphery of BOP Paharipur of 121 Bn BSF under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2051,23.95,,,,,,,,,,,,,,,,TS not Accorded due to Change of Unit under Jamu FTR,
BOP STREET LIGHTS,,BIMW(IA),BOP Security Street lights,Punjab,FZR,SH:- Providing and fixing of Security ligchts along the Periphery of BOP OLD BAMIAL of 121 Bn BSF  BSF under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2052,23.95,,,,,,,,,,,,,,,,,
