s_no,source_sheet,budget_head,name_of_scheme,sub_scheme_name,ftr_hq_name,shq_name,location,work_description,executive_agency,aa_es_reference,sd_amount_lakh,ts_date,tender_date,acceptance_date,award_date,time_allowed_days,pdc_agreement,pdc_revised,firm_name,physical_progress_percent,expenditure_previous_fy,expenditure_current_fy,expenditure_total,expenditure_percent,remarks,created_at,updated_at,completion_date_actual,current_status
ENG-1759510506319-1391,OLD BOP,BOP(IA),,Old Schems ,Punjab,FZR,,C/O 02 Nos ADM Block at BOP Karma and Kalsian of  87 BN BSF under SHQ BSF FZR,Dept,O/No.1402-12 dated 30.08.2017,69.942,12.12.2017.,18.12.2017,16.01.2018,05.02.2018,180,05.08.2018,,,100,33.22,25.99,59.209999999999994,84.66,Work completed ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,12.06.25,
ENG-1759510506319-1392,OLD BOP,BOP(IA),,Old Schems ,Punjab,FZR,,C/O sarve Dharm Sthal ;Garrage & Pole store Electric sub- station Pump rooms ;Generator shed ;Toilet Block ;Dog Kennel ;02 Nos  central morcha ; 04 Nos corner bunkers 02 Nos 02 men bunkers sentry post Development works at BOP SHAMEKE of 105 Bn BSF (Now 136 Bn) UNDER SHQ BSF FZR,Dept,O/No.2377-83 dated 19.02.2019,104.172,12.12.2017.,18.12.2017,16.01.2018,07.06.2019,270,07.03.2020,,,60,7.01,27.26,34.27,32.9,Work in progress,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1393,OLD BOP,BOP(IA),,Old Schems ,Gujarat,BMR,,Construction of OHT and development works at non composite BOP CKP of 142 Bn (now 76 BN) BSF under SHQ BSF Barmer,Dept,No./Engg/San Ftr HQ GUJ/2020/10450-55; dtd 20/11/2019,19.07,20.03.2022,,,20.09.2021,,20.03.2022,,,100,10.25,10.46,20.71,108,Work Completed Final Bill of Rs 4.99 Lakh not passed by PAD due to lack of fund.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1394,OLD BOP,BOP(IA),,Old Schems ,Gujarat,BMR,,Procurement of furniture/fixture at BOP BKD; Nayatal; Varnhar; Gadra Fwd; CKP; SKP; BKD-II; Kelnore; SKT; NKT; Pirau and BOP Barmerwala of 115 Bn; 142 Bn; 50 Bn and 151 Bn BSF under SHQ BSF Barmer,Dept,112/176(D-IV)/2018-Engg/BSF/3861-66 dated 14 Nov 2018,68.04,,,,*,,,,,75,26.65,23.5,50.15,74,Supply order placed through GeM on 16.05.25,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1395,OLD BOP,,,,,,,,,,,,,,.,,,,,.,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1396,OLD BOP,,,,,,,,,,,,,,.,,,,,.,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1397,OLD BOP,,,,Guj,,,,,,,,,,.,,,,,.,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1398,OLD BOP,,,,,,,2,2,2,87.11000000000001,1,0,0,2,,1,0,,.,36.9,33.96,70.86,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,0,
ENG-1759510506319-1399,OLD BOP,,,,,,,,,,,,,,.,,,,,1 to 50,,,,0,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1400,OLD BOP,,,,,,,,,,,,,,.,,,,,51 to 70,,,,0,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1401,OLD BOP,,,,,,,,,,,,,,.,,,,,71 to 99,,,,1,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1402,OLD BOP,,,,,,,,,,,,,,.,,,,,100,,,,1,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1403,OLD BOP,,,,,,,,,,,,,,.,,,,,NYS (0%),,,,0,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1404,OLD BOP,,,,,,,,,,,,,,.,,,,,Total,,,,2,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1405,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Jammu ,I/NAGAR,,Providing of security street lights at 04 Nos BOPs along Indo-Pak border (IPB) under SHQ BSF I/Nagar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2024,115.32,10.12.2024,13.01.2025,,,,,,,100,,,,,Tech bid has been opened and to be approved at FHQ level. However material which have to be procured on GeM is pending due to non availability of fund under relevantr head of account. ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1406,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Jammu ,JMU,,Providing of security street lights at 04 Nos BOPs along Indo-Pak border (IPB) at BOP Jitender; 7 Bn; BOP Bulechak; 120 Bn; BOP Jagnuchak; 165 Bn & BOP Karotana Khurd; 165 Bn under SHQ BSF Jammu,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2025,115.32,12.12.2024,13.01.2025 ,,,,,,,0,,,,,Tech bid has been opened and to be approved at FHQ level. However material which have to be procured on GeM is pending due to non availability of fund under relevantr head of account. ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1407,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Jammu ,SBN,,Providing & fixing of security lights at BOP Jamunabela of 46 Bn BOP Gakhrial of 171 Bn along Indo-Pak Border (IPB) under SHQ S/Bani,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2026,57.66,06.01.2025,05.02.2025,,,,,,,0,,,,,Tech bid has been opened and to be approved at FHQ level. However material which have to be procured on GeM is pending due to non availability of fund under relevantr head of account. ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1408,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,Providing LED street/security Lights in Campus of 174 Nos BOPs along Indo-Pakistan Border(IPB) & Indo-Bangladesh Border (IBB),Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2027,23.95,,,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1409,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,(SH:-Providing & Fixing of security light along the periphery of BOP Roranwala of 144 Bn (Now 181 Bn) BSF under SHQ BSF Amritsar)  ,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2028,23.95,,45867,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1410,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP Thehkalan of 71 Bn (Now 115 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2029,23.95,,45867,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1411,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP Havellian of 71 Bn (Now 115 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2030,23.95,,45867,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1412,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP R/Kakkar of 22 Bn (Now 100 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2031,23.95,,45867,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1413,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP Grove of 22 Bn (Now 100 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2032,23.95,,45867,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1414,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP Gulgarh of 183 Bn (Now 45 Bn) BSF under SHQ BSF Amritsar),Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2033,23.95,,45867,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1415,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP NSG of 183 Bn (Now 45 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2034,23.95,,45867,,,,,,,,,,,,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1416,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP Bharopal of 144 Bn (Now 181 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2035,23.95,,45867,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1417,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Rajamohattam of 182 Bn (Now 158 Bn)  BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2036,23.95,,45888,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1418,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Harbhajan of 103 Bn BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2037,23.95,,45888,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1419,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Wan of 103 Bn BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2038,23.95,,45888,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1420,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Dharma of 103 Bn BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2039,23.95,,45888,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1421,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Jagdish of 136 Bn (Now 155 Bn) BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2040,23.95,,45888,,,,,,,,,,,,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1422,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Gajjal of 101 Bn (Now 148 Bn) BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2041,23.95,,45888,,,,,,,,,,,,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1423,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP NS Wala of 160 Bn BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2042,23.95,,45857,,,,,,,,,,,,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1424,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Samaske of 160 Bn BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2043,23.95,,45857,,,,,,,,,,,,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1425,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Maharsona of 66 Bn (Now 19 Bn) BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2044,23.95,,45857,,,,,,,,,,,,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1426,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Mauzam Fwd of 66 Bn (Now 19 Bn) BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2045,23.95,,45857,,,,,,,,,,,,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1427,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security ligchts along the Periphery of BOP Naubehram of 160 Bn BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2046,23.95,,45857,,,,,,,,,,,,Tender to be opened on 8-08-25 & under process.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1428,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security ligchts along the Periphery of BOP  BAMIAL of 58 Bn BSF  BSF under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2047,23.95,,45861,,,,,,,,,,,,Tender to be opened on 8-08-25 & under process.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1429,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security ligchts along the Periphery of BOP  CHAKRI of 58 Bn BSF   under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2048,23.95,,45861,,,,,,,,,,,,Tender to be opened on 8-08-25 & under process.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1430,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security ligchts along the Periphery of BOP SADHANWALIof 27 Bn   BSF under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2049,23.95,,45861,,,,,,,,,,,,Tender to be opened on 8-08-25 & under process.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1431,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security ligchts along the Periphery of BOP DARIYA MANSOOR of 73 Bn  BSF under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2050,23.95,,45861,,,,,,,,,,,,TS not Accorded due to Change of Unit under Jamu FTR,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1432,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security ligchts along the Periphery of BOP Paharipur of 121 Bn BSF under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2051,23.95,,,,,,,,,,,,,,TS not Accorded due to Change of Unit under Jamu FTR,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1433,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab ,FZR,,SH:- Providing and fixing of Security ligchts along the Periphery of BOP OLD BAMIAL of 121 Bn BSF  BSF under SHQ BSF Gurdaspur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2052,23.95,,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1434,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,SGNR,,Providing and fixing of security light at BOP Khyaliwala of 34 Bn BSF in AOR of SHQ BSF SGNR under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,23.41,2025-11-01,,,,,,,,,,,,,N.I.T. under preparation,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1435,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,SGNR,,Providing and fixing of security light at BOP Banda and 2 BNM of 23 Bn BSF in AOR of SHQ BSF SGNR under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,46.8,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1436,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,SGNR,,Providing and fixing of security light at BOP Lushai of 77 Bn BSF in AOR of SHQ BSF SGNR under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,23.41,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1437,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,SGNR,,Providing and fixing of security light at BOP Khakian and kotha of 48  Bn BSF in AOR of SHQ BSF SGNR under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,46.8,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1438,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,BKNR,,Providing and fixing of security light at BOP Rachni and Durga of 124  Bn BSF in AOR of SHQ BSF BKNR under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,46.8,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1439,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,BKNR,,Providing and fixing of security light at BOP KK Tibba of 127  Bn (Now 140 Bn) BSF in AOR of SHQ BSF BKNR under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,23.41,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1440,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,BKNR,,Providing and fixing of security light at BOP Sisada of 114  Bn (Now 96 Bn) BSF in AOR of SHQ BSF BKNR under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,23.41,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1441,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,JSMR(N),,Providing and fixing of security light at BOP Sashi of 166  Bn  BSF in AOR of SHQ BSF JSMR-N under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,23.41,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1442,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,JSMR(N),,Providing and fixing of security light at BOP Bhuttewala  of 92  Bn  BSF in AOR of SHQ BSF JSMR-N under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,23.41,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1443,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,JSMR(N),,Providing and fixing of security light at BOP Fattuwala    and Gajjewala of 87  Bn  BSF in AOR of SHQ BSF JSMR-N under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,46.8,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1444,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,JSMR(N),,Providing and fixing of security light at BOP Shilvi and Rushtam of 191  Bn (Now 38 Bn) BSF in AOR of SHQ BSF JSMR-N under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,46.8,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1445,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,JSMR(S),,Providing and fixing of security light at BOP N S Dalal and P Tibba of 173  Bn BSF in AOR of SHQ BSF JSMR-S under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,46.8,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1446,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,JSMR(S),,Providing and fixing of security light at BOP Vijaharrel of 149 Bn (Now 35 Bn) BSF in AOR of SHQ BSF JSMR-S under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,23.41,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1447,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,JSMR(S),,Providing and fixing of security light at BOP Rohitash and Bahgnau of 108 Bn (Now 122 Bn) BSF in AOR of SHQ BSF JSMR-S under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,46.8,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1448,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Rajasthan ,JSMR(S),,Providing and fixing of security light at BOPTankhill of 154 Bn (Now 192 Bn) BSF in AOR of SHQ BSF JSMR-S under Ftr HQ BSF Rajasthan,Dept,ADG(B)/BFR Cell (A/AA&ES) 2024/857-K dtd 28/08/2024 ,23.41,2025-11-01,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1449,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,GNR,,Providing fixing of security light at BOP Chapariya of 21 Bn BSF under SHQ BSF GNR  ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,2024-12-14,2025-01-16,,2025-03-14,,2025-05-11,,M/S Shivalay Corporation,5,,,,,"Tender opened on 28.01.25 and Technical Bid approved on 13/02/25 and financial bid opened on 15/02/25 and tender for 05 works received on 24/02/25 at this HQ and accepted on 01/03/25. 05 works received on 28/02/25 accepted on 03/03/25 and received on 10/03/25 and all 10 Nos works awarded on 15/03/25. (1) Al 10 Nos works awarded on 15/03/25.
(2) GeM procurement expenditure Rs 4.85 Lac
and running account bills of Rs 1.32 Lac completed. Total expenditure Rs 6.17 Lac.                                     (3) GeM bid for UG cable procurement stands submitted to AC(Fin) on 9/4/2025.  
(4) GeM bid for procurement of 269 Octagonal poles and 10 nos astronomical switch is being uploaded in GeM portal.

",2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
